treatment,timepoint,Material,description,Order,Order_rep_rel_abund,st_dev_Order_abund
no UV,T6,PE,PE_no UV_T6, Nitrosopumilales,0,0
no UV,T6,PE,PE_no UV_T6, Caldilineales,0,0
no UV,T6,PE,PE_no UV_T6, Desulfovibrionales,0,0
no UV,T6,PE,PE_no UV_T6, Ktedonobacterales,0,0
no UV,T6,PE,PE_no UV_T6, Acetobacterales,0,0
no UV,T6,PE,PE_no UV_T6, Oligoflexales,0,0
no UV,T6,PE,PE_no UV_T6, 1-20,0,0
no UV,T6,PE,PE_no UV_T6, Legionellales,0,0
no UV,T6,PE,PE_no UV_T6, Coriobacteriales,0,0
no UV,T6,PE,PE_no UV_T6, UBA10353 marine group,0,0
no UV,T6,PE,PE_no UV_T6, SBR1031,0,0
no UV,T6,PE,PE_no UV_T6, Sphingobacteriales,0,0
no UV,T6,PE,PE_no UV_T6, Desulfuromonadales,0,0
no UV,T6,PE,PE_no UV_T6, Dadabacteriales,0,0
no UV,T6,PE,PE_no UV_T6, SAR11 clade,0,0
no UV,T6,PE,PE_no UV_T6, Chloroflexales,0,0
no UV,T6,PE,PE_no UV_T6, JGI 0000069-P22,0,0
no UV,T6,PE,PE_no UV_T6, Reyranellales,0,0
no UV,T6,PE,PE_no UV_T6, Thermomicrobiales,0,0
no UV,T6,PE,PE_no UV_T6, B2M28,0,0
no UV,T6,PE,PE_no UV_T6, I3A,0,0
no UV,T6,PE,PE_no UV_T6, Holosporales,0,0
no UV,T6,PE,PE_no UV_T6, Dongiales,0,0
no UV,T6,PE,PE_no UV_T6, EC3,0,0
no UV,T6,PE,PE_no UV_T6, Gemmatales,0,0
no UV,T6,PE,PE_no UV_T6, Gemmatimonadales,0,0
no UV,T6,PE,PE_no UV_T6, Azospirillales,0,0
no UV,T6,PE,PE_no UV_T6, Solibacterales,0,0
no UV,T6,PE,PE_no UV_T6, Candidatus Campbellbacteria,0,0
no UV,T6,PE,PE_no UV_T6, Thermosynechococcales,0,0
no UV,T6,PE,PE_no UV_T6, EV818SWSAP88,0,0
no UV,T6,PE,PE_no UV_T6, Nitrococcales,0,0
no UV,T6,PE,PE_no UV_T6, Tepidisphaerales,0,0
no UV,T6,PE,PE_no UV_T6, Kiritimatiellales,0,0
no UV,T6,PE,PE_no UV_T6, NRL2,0,0
no UV,T6,PE,PE_no UV_T6, Solirubrobacterales,0,0
no UV,T6,PE,PE_no UV_T6, pItb-vmat-80,0,0
no UV,T6,PE,PE_no UV_T6, Frankiales,0,0
no UV,T6,PE,PE_no UV_T6, Methylococcales,0,0
no UV,T6,PE,PE_no UV_T6, Francisellales,0,0
no UV,T6,PE,PE_no UV_T6, Spirochaetales,0,0
no UV,T6,PE,PE_no UV_T6, Streptosporangiales,0,0
no UV,T6,PE,PE_no UV_T6, SJA-15,0,0
no UV,T6,PE,PE_no UV_T6, Omnitrophales,0,0
no UV,T6,PE,PE_no UV_T6, mle1-8,0,0
no UV,T6,PE,PE_no UV_T6, Candidatus Nomurabacteria,0,0
no UV,T6,PE,PE_no UV_T6, Nitrospirales,0,0
no UV,T6,PE,PE_no UV_T6, Fr127,0,0
no UV,T6,PE,PE_no UV_T6, Campylobacterales,0,0
no UV,T6,PE,PE_no UV_T6, unidentified marine bacterioplankton,0,0
no UV,T6,PE,PE_no UV_T6, Tenderiales,0,0
no UV,T6,PE,PE_no UV_T6, Pedosphaerales,0,0
no UV,T6,PE,PE_no UV_T6, Mollicutes Incertae Sedis,0,0
no UV,T6,PE,PE_no UV_T6, Gastranaerophilales,0,0
no UV,T6,PE,PE_no UV_T6, Acidobacteriales,0,0
no UV,T6,PE,PE_no UV_T6, Euryarchaeota archaeon SCGC AAA286-E23,0,0
no UV,T6,PE,PE_no UV_T6, Methylacidiphilales,0,0
no UV,T6,PE,PE_no UV_T6, Brocadiales,0,0
no UV,T6,PE,PE_no UV_T6, Paracaedibacterales,0,0
no UV,T6,PE,PE_no UV_T6, Vampirovibrionales,0,0
no UV,T6,PE,PE_no UV_T6, MVP-88,0,0
no UV,T6,PE,PE_no UV_T6, Beggiatoales,0,0
no UV,T6,PE,PE_no UV_T6, Thiomicrospirales,0,0
no UV,T6,PE,PE_no UV_T6, EPR3968-O8a-Bc78,0,0
no UV,T6,PE,PE_no UV_T6, SepB-3,0,0
no UV,T6,PE,PE_no UV_T6, Diplorickettsiales,0,0
no UV,T6,PE,PE_no UV_T6, Streptomycetales,0,0
no UV,T6,PE,PE_no UV_T6, Nitriliruptorales,0,0
no UV,T6,PE,PE_no UV_T6, Marine Benthic Group D and DHVEG-1,0,0
no UV,T6,PE,PE_no UV_T6, JTB23,0,0
no UV,T6,PE,PE_no UV_T6, OPB56,0,0
no UV,T6,PE,PE_no UV_T6, Candidatus Peribacteria,0,0
no UV,T6,PE,PE_no UV_T6, Acidithiobacillales,0,0
no UV,T6,PE,PE_no UV_T6, 1013-28-CG33,0,0
no UV,T6,PE,PE_no UV_T6, Cloacimonadales,0,0
no UV,T6,PE,PE_no UV_T6, Salinisphaerales,0,0
no UV,T6,PE,PE_no UV_T6, Micropepsales,0,0
no UV,T6,PE,PE_no UV_T6, NKB15,0,0
no UV,T6,PE,PE_no UV_T6, Micromonosporales,0,0
no UV,T6,PE,PE_no UV_T6, OPB41,0,0
no UV,T6,PE,PE_no UV_T6, SS1-B-07-19,0,0
no UV,T6,PE,PE_no UV_T6, Ignavibacteriales,0,0
no UV,T6,PE,PE_no UV_T6, Babeliales,0,0
no UV,T6,PE,PE_no UV_T6, Elsterales,0,0
no UV,T6,PE,PE_no UV_T6, Tistrellales,0,0
no UV,T6,PE,PE_no UV_T6, Kineosporiales,0,0
no UV,T6,PE,PE_no UV_T6, Alphaproteobacteria Incertae Sedis,0,0
no UV,T6,PE,PE_no UV_T6, Thermales,0,0
no UV,T6,PE,PE_no UV_T6, Pseudonocardiales,0,0
no UV,T6,PE,PE_no UV_T6, Syntrophobacterales,0,0
no UV,T6,PE,PE_no UV_T6, Caenarcaniphilales,0,0
no UV,T6,PE,PE_no UV_T6, CH2b56,0,0
no UV,T6,PE,PE_no UV_T6, Marine Group II,0,0
no UV,T6,PE,PE_no UV_T6, bacterium UW 659-2-F09,0,0
no UV,T6,PE,PE_no UV_T6, Magnetococcales,0,0
no UV,T6,PE,PE_no UV_T6, Isosphaerales,0,0
no UV,T6,PE,PE_no UV_T6, Mycoplasmatales,0,0
no UV,T6,PE,PE_no UV_T6, D90,0,0
no UV,T6,PE,PE_no UV_T6, Candidatus Kuenenbacteria,0,0
no UV,T6,PE,PE_no UV_T6, Chthoniobacterales,0,0
no UV,T6,PE,PE_no UV_T6, Sva0485,0,0
no UV,T6,PE,PE_no UV_T6, Neosynechococcales,0,0
no UV,T6,PE,PE_no UV_T6, 113B434,0,0
UV,T6,PP,PP_UV_T6, Bifidobacteriales,0,0
UV,T6,PP,PP_UV_T6, Cardiobacteriales,0,0
UV,T6,PP,PP_UV_T6, Fibrobacterales,0,0
UV,T6,PP,PP_UV_T6, Selenomonadales,0,0
UV,T6,PP,PP_UV_T6, Kordiimonadales,0,0
UV,T6,PP,PP_UV_T6, Oxyphotobacteria Incertae Sedis,0,0
UV,T6,PP,PP_UV_T6, CCM11a,0,0
UV,T6,PP,PP_UV_T6, Leptospirales,0,0
UV,T6,PP,PP_UV_T6, Bacteroidetes VC2.1 Bac22,0,0
UV,T6,PP,PP_UV_T6, Sneathiellales,0,0
UV,T6,PP,PP_UV_T6, S-70,0,0
UV,T6,PP,PP_UV_T6, Nitrosopumilales,0,0
UV,T6,PP,PP_UV_T6, Desulfovibrionales,0,0
UV,T6,PP,PP_UV_T6, Ktedonobacterales,0,0
UV,T6,PP,PP_UV_T6, Acetobacterales,0,0
UV,T6,PP,PP_UV_T6, 1-20,0,0
UV,T6,PP,PP_UV_T6, Coriobacteriales,0,0
UV,T6,PP,PP_UV_T6, Desulfuromonadales,0,0
UV,T6,PP,PP_UV_T6, Dadabacteriales,0,0
UV,T6,PP,PP_UV_T6, SAR324 clade(Marine group B),0,0
UV,T6,PP,PP_UV_T6, SAR11 clade,0,0
UV,T6,PP,PP_UV_T6, Chloroflexales,0,0
UV,T6,PP,PP_UV_T6, JGI 0000069-P22,0,0
UV,T6,PP,PP_UV_T6, Reyranellales,0,0
UV,T6,PP,PP_UV_T6, Thermomicrobiales,0,0
UV,T6,PP,PP_UV_T6, Dongiales,0,0
UV,T6,PP,PP_UV_T6, Gemmatales,0,0
UV,T6,PP,PP_UV_T6, Gemmatimonadales,0,0
UV,T6,PP,PP_UV_T6, Azospirillales,0,0
UV,T6,PP,PP_UV_T6, Anaerolineales,0,0
UV,T6,PP,PP_UV_T6, Solibacterales,0,0
UV,T6,PP,PP_UV_T6, Candidatus Campbellbacteria,0,0
UV,T6,PP,PP_UV_T6, Thermosynechococcales,0,0
UV,T6,PP,PP_UV_T6, Absconditabacteriales (SR1),0,0
UV,T6,PP,PP_UV_T6, Nitrococcales,0,0
UV,T6,PP,PP_UV_T6, NRL2,0,0
UV,T6,PP,PP_UV_T6, Solirubrobacterales,0,0
UV,T6,PP,PP_UV_T6, Methylococcales,0,0
UV,T6,PP,PP_UV_T6, Francisellales,0,0
UV,T6,PP,PP_UV_T6, Streptosporangiales,0,0
UV,T6,PP,PP_UV_T6, SJA-15,0,0
UV,T6,PP,PP_UV_T6, Omnitrophales,0,0
UV,T6,PP,PP_UV_T6, mle1-8,0,0
UV,T6,PP,PP_UV_T6, Caedibacterales,0,0
UV,T6,PP,PP_UV_T6, Acanthopleuribacterales,0,0
UV,T6,PP,PP_UV_T6, Fr127,0,0
UV,T6,PP,PP_UV_T6, Campylobacterales,0,0
UV,T6,PP,PP_UV_T6, Tenderiales,0,0
UV,T6,PP,PP_UV_T6, Mollicutes Incertae Sedis,0,0
UV,T6,PP,PP_UV_T6, Gaiellales,0,0
UV,T6,PP,PP_UV_T6, Gastranaerophilales,0,0
UV,T6,PP,PP_UV_T6, Acidobacteriales,0,0
UV,T6,PP,PP_UV_T6, Methylacidiphilales,0,0
UV,T6,PP,PP_UV_T6, Brocadiales,0,0
UV,T6,PP,PP_UV_T6, MVP-88,0,0
UV,T6,PP,PP_UV_T6, Beggiatoales,0,0
UV,T6,PP,PP_UV_T6, Immundisolibacterales,0,0
UV,T6,PP,PP_UV_T6, Diplorickettsiales,0,0
UV,T6,PP,PP_UV_T6, Eurycoccales,0,0
UV,T6,PP,PP_UV_T6, Streptomycetales,0,0
UV,T6,PP,PP_UV_T6, Nitriliruptorales,0,0
UV,T6,PP,PP_UV_T6, Marine Benthic Group D and DHVEG-1,0,0
UV,T6,PP,PP_UV_T6, JTB23,0,0
UV,T6,PP,PP_UV_T6, Candidatus Peribacteria,0,0
UV,T6,PP,PP_UV_T6, Acidithiobacillales,0,0
UV,T6,PP,PP_UV_T6, 1013-28-CG33,0,0
UV,T6,PP,PP_UV_T6, Cloacimonadales,0,0
UV,T6,PP,PP_UV_T6, Salinisphaerales,0,0
UV,T6,PP,PP_UV_T6, Micropepsales,0,0
UV,T6,PP,PP_UV_T6, NKB15,0,0
UV,T6,PP,PP_UV_T6, Erysipelotrichales,0,0
UV,T6,PP,PP_UV_T6, Micromonosporales,0,0
UV,T6,PP,PP_UV_T6, OPB41,0,0
UV,T6,PP,PP_UV_T6, SS1-B-07-19,0,0
UV,T6,PP,PP_UV_T6, Ignavibacteriales,0,0
UV,T6,PP,PP_UV_T6, Candidatus Woesebacteria,0,0
UV,T6,PP,PP_UV_T6, Babeliales,0,0
UV,T6,PP,PP_UV_T6, Elsterales,0,0
UV,T6,PP,PP_UV_T6, Acidiferrobacterales,0,0
UV,T6,PP,PP_UV_T6, Tistrellales,0,0
UV,T6,PP,PP_UV_T6, Kineosporiales,0,0
UV,T6,PP,PP_UV_T6, Alphaproteobacteria Incertae Sedis,0,0
UV,T6,PP,PP_UV_T6, Thermales,0,0
UV,T6,PP,PP_UV_T6, Pseudonocardiales,0,0
UV,T6,PP,PP_UV_T6, Syntrophobacterales,0,0
UV,T6,PP,PP_UV_T6, Caenarcaniphilales,0,0
UV,T6,PP,PP_UV_T6, CH2b56,0,0
UV,T6,PP,PP_UV_T6, Marine Group II,0,0
UV,T6,PP,PP_UV_T6, bacterium UW 659-2-F09,0,0
UV,T6,PP,PP_UV_T6, Magnetococcales,0,0
UV,T6,PP,PP_UV_T6, Isosphaerales,0,0
UV,T6,PP,PP_UV_T6, Mycoplasmatales,0,0
UV,T6,PP,PP_UV_T6, ML602M-17,0,0
UV,T6,PP,PP_UV_T6, D90,0,0
UV,T6,PP,PP_UV_T6, Candidatus Kuenenbacteria,0,0
UV,T6,PP,PP_UV_T6, Sva0485,0,0
UV,T6,PP,PP_UV_T6, Neosynechococcales,0,0
UV,T6,PP,PP_UV_T6, 113B434,0,0
no UV,T6,PET,PET_no UV_T6, Rhodothermales,0,0
no UV,T6,PET,PET_no UV_T6, Cardiobacteriales,0,0
no UV,T6,PET,PET_no UV_T6, Fibrobacterales,0,0
no UV,T6,PET,PET_no UV_T6, SZB50,0,0
no UV,T6,PET,PET_no UV_T6, P.palmC41,0,0
no UV,T6,PET,PET_no UV_T6, Leptolyngbyales,0,0
no UV,T6,PET,PET_no UV_T6, Candidatus Kaiserbacteria,0,0
no UV,T6,PET,PET_no UV_T6, Kordiimonadales,0,0
no UV,T6,PET,PET_no UV_T6, Desulfarculales,0,0
no UV,T6,PET,PET_no UV_T6, Leptospirales,0,0
no UV,T6,PET,PET_no UV_T6, Bacteroidetes VC2.1 Bac22,0,0
no UV,T6,PET,PET_no UV_T6, Sneathiellales,0,0
no UV,T6,PET,PET_no UV_T6, S-70,0,0
no UV,T6,PET,PET_no UV_T6, HOC36,0,0
no UV,T6,PET,PET_no UV_T6, Thiotrichales,0,0
no UV,T6,PET,PET_no UV_T6, PB19,0,0
no UV,T6,PET,PET_no UV_T6, Nitrosopumilales,0,0
no UV,T6,PET,PET_no UV_T6, Ktedonobacterales,0,0
no UV,T6,PET,PET_no UV_T6, Acetobacterales,0,0
no UV,T6,PET,PET_no UV_T6, 1-20,0,0
no UV,T6,PET,PET_no UV_T6, Legionellales,0,0
no UV,T6,PET,PET_no UV_T6, Hydrogenedentiales,0,0
no UV,T6,PET,PET_no UV_T6, UBA10353 marine group,0,0
no UV,T6,PET,PET_no UV_T6, SAR324 clade(Marine group B),0,0
no UV,T6,PET,PET_no UV_T6, Actinomycetales,0,0
no UV,T6,PET,PET_no UV_T6, Chloroflexales,0,0
no UV,T6,PET,PET_no UV_T6, JGI 0000069-P22,0,0
no UV,T6,PET,PET_no UV_T6, Chlamydiales,0,0
no UV,T6,PET,PET_no UV_T6, Reyranellales,0,0
no UV,T6,PET,PET_no UV_T6, Thermomicrobiales,0,0
no UV,T6,PET,PET_no UV_T6, B2M28,0,0
no UV,T6,PET,PET_no UV_T6, I3A,0,0
no UV,T6,PET,PET_no UV_T6, Holosporales,0,0
no UV,T6,PET,PET_no UV_T6, Dongiales,0,0
no UV,T6,PET,PET_no UV_T6, Latescibacterales,0,0
no UV,T6,PET,PET_no UV_T6, Gemmatales,0,0
no UV,T6,PET,PET_no UV_T6, Limnotrichales,0,0
no UV,T6,PET,PET_no UV_T6, Gemmatimonadales,0,0
no UV,T6,PET,PET_no UV_T6, Anaerolineales,0,0
no UV,T6,PET,PET_no UV_T6, Solibacterales,0,0
no UV,T6,PET,PET_no UV_T6, Thermosynechococcales,0,0
no UV,T6,PET,PET_no UV_T6, EV818SWSAP88,0,0
no UV,T6,PET,PET_no UV_T6, Absconditabacteriales (SR1),0,0
no UV,T6,PET,PET_no UV_T6, Nitrococcales,0,0
no UV,T6,PET,PET_no UV_T6, Tepidisphaerales,0,0
no UV,T6,PET,PET_no UV_T6, Kiritimatiellales,0,0
no UV,T6,PET,PET_no UV_T6, NRL2,0,0
no UV,T6,PET,PET_no UV_T6, Solirubrobacterales,0,0
no UV,T6,PET,PET_no UV_T6, pItb-vmat-80,0,0
no UV,T6,PET,PET_no UV_T6, Frankiales,0,0
no UV,T6,PET,PET_no UV_T6, Methylococcales,0,0
no UV,T6,PET,PET_no UV_T6, Streptosporangiales,0,0
no UV,T6,PET,PET_no UV_T6, SJA-15,0,0
no UV,T6,PET,PET_no UV_T6, Omnitrophales,0,0
no UV,T6,PET,PET_no UV_T6, Candidatus Nomurabacteria,0,0
no UV,T6,PET,PET_no UV_T6, Nitrospirales,0,0
no UV,T6,PET,PET_no UV_T6, Fr127,0,0
no UV,T6,PET,PET_no UV_T6, Campylobacterales,0,0
no UV,T6,PET,PET_no UV_T6, unidentified marine bacterioplankton,0,0
no UV,T6,PET,PET_no UV_T6, Gaiellales,0,0
no UV,T6,PET,PET_no UV_T6, Gastranaerophilales,0,0
no UV,T6,PET,PET_no UV_T6, Acidobacteriales,0,0
no UV,T6,PET,PET_no UV_T6, Euryarchaeota archaeon SCGC AAA286-E23,0,0
no UV,T6,PET,PET_no UV_T6, Methylacidiphilales,0,0
no UV,T6,PET,PET_no UV_T6, Brocadiales,0,0
no UV,T6,PET,PET_no UV_T6, Paracaedibacterales,0,0
no UV,T6,PET,PET_no UV_T6, Vampirovibrionales,0,0
no UV,T6,PET,PET_no UV_T6, MVP-88,0,0
no UV,T6,PET,PET_no UV_T6, Immundisolibacterales,0,0
no UV,T6,PET,PET_no UV_T6, EPR3968-O8a-Bc78,0,0
no UV,T6,PET,PET_no UV_T6, SepB-3,0,0
no UV,T6,PET,PET_no UV_T6, Eurycoccales,0,0
no UV,T6,PET,PET_no UV_T6, Streptomycetales,0,0
no UV,T6,PET,PET_no UV_T6, Nitriliruptorales,0,0
no UV,T6,PET,PET_no UV_T6, Marine Benthic Group D and DHVEG-1,0,0
no UV,T6,PET,PET_no UV_T6, JTB23,0,0
no UV,T6,PET,PET_no UV_T6, OPB56,0,0
no UV,T6,PET,PET_no UV_T6, Candidatus Peribacteria,0,0
no UV,T6,PET,PET_no UV_T6, Acidithiobacillales,0,0
no UV,T6,PET,PET_no UV_T6, 1013-28-CG33,0,0
no UV,T6,PET,PET_no UV_T6, Cloacimonadales,0,0
no UV,T6,PET,PET_no UV_T6, Salinisphaerales,0,0
no UV,T6,PET,PET_no UV_T6, Micropepsales,0,0
no UV,T6,PET,PET_no UV_T6, NKB15,0,0
no UV,T6,PET,PET_no UV_T6, Erysipelotrichales,0,0
no UV,T6,PET,PET_no UV_T6, Micromonosporales,0,0
no UV,T6,PET,PET_no UV_T6, OPB41,0,0
no UV,T6,PET,PET_no UV_T6, SS1-B-07-19,0,0
no UV,T6,PET,PET_no UV_T6, Ignavibacteriales,0,0
no UV,T6,PET,PET_no UV_T6, Candidatus Woesebacteria,0,0
no UV,T6,PET,PET_no UV_T6, Babeliales,0,0
no UV,T6,PET,PET_no UV_T6, Elsterales,0,0
no UV,T6,PET,PET_no UV_T6, Acidiferrobacterales,0,0
no UV,T6,PET,PET_no UV_T6, Tistrellales,0,0
no UV,T6,PET,PET_no UV_T6, Kineosporiales,0,0
no UV,T6,PET,PET_no UV_T6, Alphaproteobacteria Incertae Sedis,0,0
no UV,T6,PET,PET_no UV_T6, Thermales,0,0
no UV,T6,PET,PET_no UV_T6, Pseudonocardiales,0,0
no UV,T6,PET,PET_no UV_T6, Caenarcaniphilales,0,0
no UV,T6,PET,PET_no UV_T6, CH2b56,0,0
no UV,T6,PET,PET_no UV_T6, Marine Group II,0,0
no UV,T6,PET,PET_no UV_T6, bacterium UW 659-2-F09,0,0
no UV,T6,PET,PET_no UV_T6, Magnetococcales,0,0
no UV,T6,PET,PET_no UV_T6, Isosphaerales,0,0
no UV,T6,PET,PET_no UV_T6, Mycoplasmatales,0,0
no UV,T6,PET,PET_no UV_T6, ML602M-17,0,0
no UV,T6,PET,PET_no UV_T6, D90,0,0
no UV,T6,PET,PET_no UV_T6, Candidatus Kuenenbacteria,0,0
no UV,T6,PET,PET_no UV_T6, Chthoniobacterales,0,0
no UV,T6,PET,PET_no UV_T6, Sva0485,0,0
no UV,T6,PET,PET_no UV_T6, Neosynechococcales,0,0
no UV,T6,PET,PET_no UV_T6, 113B434,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Rhodothermales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Pirellulales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Actinomarinales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Bifidobacteriales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Pasteurellales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Cardiobacteriales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Fibrobacterales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, P.palmC41,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Selenomonadales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Leptolyngbyales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Saccharimonadales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Deinococcales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Parvibaculales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, WCHB1-41,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Thermoanaerobaculales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Lentisphaerales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Kordiimonadales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Ardenticatenales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Desulfarculales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, CCM11a,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Fusobacteriales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Leptospirales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, MBAE14,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Aeromonadales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Bacteroidetes VC2.1 Bac22,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Sneathiellales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, S-70,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Thiotrichales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, PB19,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Calditrichales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Nitrosopumilales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Caldilineales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Planctomycetales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Desulfovibrionales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Ktedonobacterales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Acetobacterales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Oligoflexales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, 1-20,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Legionellales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Coriobacteriales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Hydrogenedentiales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Desulfuromonadales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Dadabacteriales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, SAR11 clade,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Thiohalorhabdales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Actinomycetales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Chloroflexales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, JGI 0000069-P22,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Coxiellales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Chlamydiales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Reyranellales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Thermomicrobiales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, B2M28,0,0
no UV,T6,Nylon,Nylon_no UV_T6, I3A,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Holosporales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Dongiales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, EC3,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Latescibacterales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Gemmatales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Limnotrichales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Gemmatimonadales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Azospirillales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Anaerolineales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Solibacterales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, IMCC26256,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Candidatus Campbellbacteria,0,0
no UV,T6,Nylon,Nylon_no UV_T6, EV818SWSAP88,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Absconditabacteriales (SR1),0,0
no UV,T6,Nylon,Nylon_no UV_T6, Nitrococcales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Tepidisphaerales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Kiritimatiellales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, NRL2,0,0
no UV,T6,Nylon,Nylon_no UV_T6, pItb-vmat-80,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Frankiales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Methylococcales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Francisellales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Spirochaetales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Streptosporangiales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, SJA-15,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Omnitrophales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, mle1-8,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Caedibacterales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Candidatus Nomurabacteria,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Acanthopleuribacterales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Nitrospirales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, unidentified marine bacterioplankton,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Tenderiales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Pedosphaerales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Mollicutes Incertae Sedis,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Gaiellales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Gastranaerophilales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Acidobacteriales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Euryarchaeota archaeon SCGC AAA286-E23,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Methylacidiphilales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Brocadiales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Paracaedibacterales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Vampirovibrionales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, MVP-88,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Beggiatoales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Immundisolibacterales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, EPR3968-O8a-Bc78,0,0
no UV,T6,Nylon,Nylon_no UV_T6, SepB-3,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Diplorickettsiales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Nitriliruptorales,0,0
no UV,T6,Nylon,Nylon_no UV_T6, Marine Benthic Group D and DHVEG-1,0,0
