treatment,timepoint,Material,description,Species,Species_rep_rel_abund,st_dev_Species_abund
no UV,T1,Nylon,Nylon_no UV_T1, LPP-group cyanobacterium QSSC5cya,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lactococcus lactis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Maribacter sp. HME8202,0,0
no UV,T1,Nylon,Nylon_no UV_T1, bacterium DG945,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Leptolyngbya sp. LEGE 07088,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aquimarina penaei,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Brevundimonas sp. TCOB-2,0,0
no UV,T1,Nylon,Nylon_no UV_T1, unidentified,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Alteromonas macleodii,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Muricauda sp. EF1B-B200,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Altererythrobacter sp. EgM1111,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Antarctobacter jejuensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodovulum iodosum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Neisseria sp. M-S-TSA_21,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sabulilitoribacter sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aquisalinus flavus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Micrococcus sp. CR15,0,0
no UV,T1,Nylon,Nylon_no UV_T1, alpha proteobacterium GMD21C01,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Boseongicola sp. MA-7-27,0,0
no UV,T1,Nylon,Nylon_no UV_T1, alpha proteobacterium GMD37B4,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseisalinus sp. BH194,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodobacteraceae bacterium MOLA 393,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aliiglaciecola coringensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Photobacterium aquimaris,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudoruegeria lutimaris,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Tenacibaculum sp. U1368-101106-SW115,0,0
no UV,T1,Nylon,Nylon_no UV_T1, gamma proteobacterium NEP3,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Hyphomonadaceae bacterium JNU-L072,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Leptolyngbya sp. UIC 10068,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Dulcina sp. TB-2010 gill endosymbiont,0,0
no UV,T1,Nylon,Nylon_no UV_T1, alpha proteobacterium CPCC 100088,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ensifer adhaerens,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pectobacterium betavasculorum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Planctomycetaceae bacterium FC18,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Staphylococcus warneri,0,0
no UV,T1,Nylon,Nylon_no UV_T1, marine bacterium IIA018,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flammeovirgaceae bacterium EF2C-B566,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Psychroflexus sp. WDS4A13,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodobacteraceae bacterium Ph113,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Octadecabacter sp. LPB0143,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Mesorhizobium sp. S6-271,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Psychroserpens damuponensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Amia calva (bowfin),0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudooceanicola batsensis HTCC2597,0,0
no UV,T1,Nylon,Nylon_no UV_T1, bacterium K2-12,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Cribrihabitans neustonicus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aquimarina sp. CBA3208,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Paracoccus stylophorae,0,0
no UV,T1,Nylon,Nylon_no UV_T1, actinobacterium K4-07A,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Fabibacter misakiensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Actinobacillus porcinus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Enterobacteriaceae bacterium B14,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Jannaschia donghaensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Kordia periserrulae,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Octadecabacter antarcticus 307,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Vibrio vulnificus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Porphyrobacter sp. Yeonmyeong 2-22,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudooctadecabacter jejudonensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Halovulum dunhuangense,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lewinella agarilytica,0,0
no UV,T1,Nylon,Nylon_no UV_T1, endosymbiont of unidentified scaly snail isolate Monju,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rubricoccus marinus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Celeribacter halophilus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pelagicola sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Xenococcus sp. CR_L15,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Jannaschia sp. MME-018,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ferrimonas marina,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Saprospira sp. CNJ640,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Zhongshania guokunii,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Photobacterium sp. S-7,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Deltaproteobacteria bacterium SMP-3,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Saprospira sp. SS98-5,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Clostridioides difficile DA00203,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Erythrobacter gangjinensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodovulum sp. CC-MHSW-4,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flavobacteriaceae bacterium MEBiC05063,0,0
no UV,T1,Nylon,Nylon_no UV_T1, blood disease bacterium A2 HR-MARDI,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseivivax lentus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudoalteromonas sp. PaH3.10,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Spumella-like flagellate JBM08,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Saprospira sp. SS92-11,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thalassomonas sp. CQB-17,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sulfitobacter sp. ZS3-8,0,0
no UV,T1,Nylon,Nylon_no UV_T1, endosymbiont of Ifremeria nautilei,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ahrensia sp. R2A130,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flavobacteriaceae bacterium MAR_2010_118,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodovulum aestuarii,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Kordia aquimaris,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Tenacibaculum sediminilitoris,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Parvularcula lutaonensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Photobacterium sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Vitrella brassicaformis CCMP3155,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Gramella portivictoriae DSM 23547,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Bradyrhizobium sp. H22,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Nonlabens ulvanivorans,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Bradyrhizobium sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Maribacter aestuarii,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Winogradskyella sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, iron-reducing enrichment clone Cl-W1,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudochrobactrum sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Phaeodactylibacter xiamenensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Brevundimonas sp. 13630L,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Erythrobacter longus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Gemmobacter megaterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseovarius aestuariivivens,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudoalteromonas sp. NBRC 101808,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Vibrio sp. V031,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Prevotella colorans,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ruegeria lacuscaerulensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Muricauda pacifica,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Fabibacter sp. 4D4,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Amylibacter sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Vibrio diabolicus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Litoreibacter meonggei,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Micrococcus sp. CU15,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thioclava indica,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceanicella sp. SM1341,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Grimontia indica,0,0
no UV,T1,Nylon,Nylon_no UV_T1, gamma proteobacterium EHK-1,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sphingomonas leidyi,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Celeribacter ethanolicus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flavobacterium sp. KCTC 42148,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Gemmata sp. Br1-2,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Maribacter ulvicola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceanicola sp. MCTG156(1a),0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flavobacteriaceae bacterium GUDS910,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Photobacterium rosenbergii,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sphingopyxis sp. 113P3,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Stanieria sp. UE7A,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Synechococcus sp. PCC 7003,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lutimaribacter sp. CAU 1340,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Anaerolinea thermophila UNI-1,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodobacterales bacterium JY-7,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Exiguobacterium mexicanum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Saprospiraceae bacterium KMM 9006,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Brinjal little leaf phytoplasma,0,0
no UV,T1,Nylon,Nylon_no UV_T1, bacterium YC-ZSS-LKJ83,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thalassobius abyssi,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Mesorhizobium sp. KYW12,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Stenotrophomonas sp. 2012A,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodospirillaceae bacterium PS4B-B496,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Henriciella sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Elaeis guineensis (African oil palm),0,0
no UV,T1,Nylon,Nylon_no UV_T1, Corynebacterium macginleyi,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Salinirepens amamiensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aureitalea marina,0,0
no UV,T1,Nylon,Nylon_no UV_T1, mucus bacterium 66,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sphingomonas pituitosa,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Halomonas cerina,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Synechococcus sp. HOG,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Cytophaga sp. I-2029,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Winogradskyella echinorum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flavobacteriaceae bacterium SW058,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Octadecabacter sp. UDC459,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ralstonia sp. ZHLX-1,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Vibrionaceae bacterium T16,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodobacter group bacterium PH33,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Hyunsoonleella udonensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Legionella feeleii,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodovulum strictum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lacinutrix cladophorae,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Maribacter litorisediminis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Litorivivens lipolytica,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Nocardioides sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Navis piranensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ketogulonicigenium vulgare WSH-001,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Joostella marina,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flavobacteriaceae bacterium 'BSA CS 02',0,0
no UV,T1,Nylon,Nylon_no UV_T1, Celeribacter neptunius,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Paracoccus sp. KC11,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Croceitalea eckloniae,0,0
no UV,T1,Nylon,Nylon_no UV_T1, bacterium 2D703,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ralstonia pickettii,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Hartmannibacter diazotrophicus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Euryarchaeota archaeon SCGC AAA286-E23,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Chryseobacterium haifense,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Caulobacteraceae bacterium PMMR1,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Hyella patelloides LEGE 07179,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Haloferula phyci,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pacificibacter sp. KJ21,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseovarius lutimaris,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ectothiorhodospira sp. enrichment culture,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thalassotalea euphylliae,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sphingomonas sp. U33,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Mycobacterium tuberculosis UT0004,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Erythrobacter sp. KMU-34,0,0
no UV,T1,Nylon,Nylon_no UV_T1, bacterium symbiont of Idas sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flavobacteriaceae bacterium A9,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Agarivorans albus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pleurocapsa sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ascidianibacter aurantiacus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Hellea balneolensis DSM 19091,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Confluentimicrobium lipolyticum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Winogradskyella sp. NF1-23,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Stenotrophomonas sp. T1-19,0,0
no UV,T1,Nylon,Nylon_no UV_T1, bacterium QM11,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodopseudomonas sp. TUT3631,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oscillatoriales cyanobacterium LEGE 10370,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Alteromonas mediterranea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ferrimonas sediminum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceanicoccus sagamiensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, cyanobacterium SC-1,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Halocynthiibacter namhaensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Tamlana crocina,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodobacter sp. CCB-MM2,0,0
no UV,T1,Nylon,Nylon_no UV_T1, cf. Phormidesmis sp. LEGE 11434,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Captivus acidiprotistae,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Robiginitomaculum antarcticum DSM 21748,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Defluviimonas sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Methylobacterium sp. SKJH-15,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Neptunomonas sp. HPM-16,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flavobacterium sp. NK107,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pararhodospirillum oryzae,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Bacillus sp. V43.24b,0,0
no UV,T1,Nylon,Nylon_no UV_T1, bacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Croceitalea sp. U1371-101227-XH137,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Tenacibaculum sp. SG-28,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Tropicibacter sp. KYW 600,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudomonas sp. Oh-1.0.2,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Paracoccus koreensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Bradyrhizobium sp. 4792,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudofulvibacter geojedonensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhizobium sp. AS1-101a,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudofulvibacter marinus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Vibrio mexicanus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thalassococcus sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Saccharospirillum aestuarii,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ignatzschineria larvae,0,0
no UV,T1,Nylon,Nylon_no UV_T1, gamma proteobacterium L18,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lytechinus variegatus (green sea urchin),0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rugamonas sp. B448-2,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ilumatobacter fluminis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Garritya polymorpha,0,0
no UV,T1,Nylon,Nylon_no UV_T1, bacterium YC-ZSS-LKJ82,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Stenotrophomonas sp. LMTZ064-91,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Kiloniellaceae bacterium EF3B-B119,0,0
no UV,T1,Nylon,Nylon_no UV_T1, marine bacterium SE62,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rubrivirga profundi,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Dietzia cinnamea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Robertkochia marina,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lacinutrix jangbogonensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ulvibacter litoralis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Fusobacterium sp. canine oral taxon 439,0,0
no UV,T1,Nylon,Nylon_no UV_T1, bacterium SH4-10,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodospirillum rubrum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Paracoccus sp. IRNB-279,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Vibrio variabilis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Nodosilinea sp. LD12 5900 TP,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Cytophaga sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Salinicoccus alkaliphilus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lactobacillus plantarum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Methylobacterium extorquens,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Amylibacter ulvae,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Altererythrobacter sp. UA-AR0238,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flavobacteriaceae bacterium MAR_2010_188,0,0
no UV,T1,Nylon,Nylon_no UV_T1, bacterium DG873,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Spirulina sp. DRTO-55.2,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Parvularcula sp. P33,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Altererythrobacter namhicola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thioprofundum hispidum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sphingomonas sp. PL1,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sphingomonas sp. Enf2,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Spirulina sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Enterovibrio norvegicus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodobacter vinaykumarii,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lacinutrix sp. LPB0139,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Corynebacterium lubricantis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Erythromicrobium sp. BF8,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodovulum sp. KU27F3,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Providencia sp. 2D,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flavobacteriaceae bacterium Hel1_33_5,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oricola cellulosilytica,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodobacteraceae bacterium E13,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rudaea cellulosilytica DSM 22992,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceanicaulis sp. HTCC2633,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Robbea sp. associated bacterium 2,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudoalteromonas sp. Gp-2-5.3.1,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Altererythrobacter sp. CJ46,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ekhidna lutea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, alpha proteobacterium GMD21D01,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Alteromonas mediterranea U8,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Poseidonocella sedimentorum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Hyphomonadaceae bacterium JC2234,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lacinutrix sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudoalteromonas sp. HK41,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Phyllobacterium sp. LLAN61,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Brevundimonas sp. enrichment culture clone SIO_AM02,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Erwinia amylovora,0,0
no UV,T1,Nylon,Nylon_no UV_T1, marine bacterium BPY-W9,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodobacteraceae bacterium ZJ3003,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Formosa crassostrea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thalassococcus halodurans,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flavobacteriaceae bacterium PAORIC-7,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Salinihabitans flavidus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sphingomonadaceae bacterium BL116,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lewinella sp. UA-AR0336,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Algisphaera agarilytica,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sphingomonadaceae bacterium MOLA 46,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Acinetobacter baumannii,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Psychroserpens sp. ANY4,0,0
no UV,T1,Nylon,Nylon_no UV_T1, planctomycete DDSe3004,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Bacillus sp. mixed culture J3-2,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lutibacter sp. LPB0138,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Burkholderia multivorans,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Bradyrhizobium sp. CCBAU 23039,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flavobacteriaceae bacterium SW062,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceanicola sp. JL1008,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thioclava pacifica DSM 10166,0,0
no UV,T1,Nylon,Nylon_no UV_T1, filamentous cyanobacterium GSL035,0,0
no UV,T1,Nylon,Nylon_no UV_T1, bacterium RCC 1888,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Legionella sp. HB09011,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Neptunomonas acidivorans,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Olleya marilimosa CAM030,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Variovorax guangxiensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, marine bacterium IIA002,0,0
no UV,T1,Nylon,Nylon_no UV_T1, bacterium HAB3,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Alteromonadaceae bacterium MOLA 142,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sphingobium xanthum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Photobacterium sp. FLSCI,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Coraliomargarita sp. IMCC15062,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodobacteraceae bacterium GUDS1160,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sphingobacteriales bacterium KIY,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceanicola litoreus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodobacteraceae bacterium DG1297,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sphingomonas sp. SAFR-010,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Photobacterium aplysiae,0,0
no UV,T1,Nylon,Nylon_no UV_T1, bacterium CWISO4,0,0
