treatment,timepoint,Material,description,Genus,Genus_rep_rel_abund,st_dev_Genus_abund
UV,T6,PP,PP_UV_T6, mucus bacterium 66,0,0
UV,T6,PP,PP_UV_T6, Halomicronema C2206,0,0
UV,T6,PP,PP_UV_T6, Sulfurimonas,0,0
UV,T6,PP,PP_UV_T6, Hyunsoonleella,0,0
UV,T6,PP,PP_UV_T6, Cocleimonas,0,0
UV,T6,PP,PP_UV_T6, Mf105b01,0,0
UV,T6,PP,PP_UV_T6, Candidatus Navis,0,0
UV,T6,PP,PP_UV_T6, Sinobacterium,0,0
UV,T6,PP,PP_UV_T6, Joostella,0,0
UV,T6,PP,PP_UV_T6, Aestuariibaculum,0,0
UV,T6,PP,PP_UV_T6, Nitrosomonas,0,0
UV,T6,PP,PP_UV_T6, Modicisalibacter,0,0
UV,T6,PP,PP_UV_T6, Haloferula,0,0
UV,T6,PP,PP_UV_T6, Desulfocapsa,0,0
UV,T6,PP,PP_UV_T6, Spirulina DRTO-55.2,0,0
UV,T6,PP,PP_UV_T6, Candidatus Berkiella,0,0
UV,T6,PP,PP_UV_T6, Shimwellia,0,0
UV,T6,PP,PP_UV_T6, Halochromatium,0,0
UV,T6,PP,PP_UV_T6, CL500-29 marine group,0,0
UV,T6,PP,PP_UV_T6, Oceanirhabdus,0,0
UV,T6,PP,PP_UV_T6, Nannocystis,0,0
UV,T6,PP,PP_UV_T6, Cellulophaga,0,0
UV,T6,PP,PP_UV_T6, Wolbachia,0,0
UV,T6,PP,PP_UV_T6, Oceanicoccus,0,0
UV,T6,PP,PP_UV_T6, Pajaroellobacter,0,0
UV,T6,PP,PP_UV_T6, Parafilimonas,0,0
UV,T6,PP,PP_UV_T6, Candidatus Scalindua,0,0
UV,T6,PP,PP_UV_T6, Candidatus Captivus,0,0
UV,T6,PP,PP_UV_T6, Pelobacter,0,0
UV,T6,PP,PP_UV_T6, Neptunomonas,0,0
UV,T6,PP,PP_UV_T6, Pararhodospirillum,0,0
UV,T6,PP,PP_UV_T6, Micropruina,0,0
UV,T6,PP,PP_UV_T6, Salinicoccus,0,0
UV,T6,PP,PP_UV_T6, Candidatus Ovatusbacter,0,0
UV,T6,PP,PP_UV_T6, Cryomorpha,0,0
UV,T6,PP,PP_UV_T6, Garritya,0,0
UV,T6,PP,PP_UV_T6, Euryhalocaulis,0,0
UV,T6,PP,PP_UV_T6, Psychromonas,0,0
UV,T6,PP,PP_UV_T6, Ga0074140,0,0
UV,T6,PP,PP_UV_T6, Robertkochia,0,0
UV,T6,PP,PP_UV_T6, Intestinibacter,0,0
UV,T6,PP,PP_UV_T6, Thermomonas,0,0
UV,T6,PP,PP_UV_T6, Hoppeia,0,0
UV,T6,PP,PP_UV_T6, Plastorhodobacter,0,0
UV,T6,PP,PP_UV_T6, Spirulina P7,0,0
UV,T6,PP,PP_UV_T6, Aquimixticola,0,0
UV,T6,PP,PP_UV_T6, Rhodothalassium,0,0
UV,T6,PP,PP_UV_T6, Rudaea,0,0
UV,T6,PP,PP_UV_T6, Cenarchaeum,0,0
UV,T6,PP,PP_UV_T6, Aestuariispira,0,0
UV,T6,PP,PP_UV_T6, Aliihoeflea,0,0
UV,T6,PP,PP_UV_T6, Erwinia,0,0
UV,T6,PP,PP_UV_T6, Thioalkalispira,0,0
UV,T6,PP,PP_UV_T6, Roseburia,0,0
UV,T6,PP,PP_UV_T6, Rubrimonas,0,0
UV,T6,PP,PP_UV_T6, Ascidiimonas,0,0
UV,T6,PP,PP_UV_T6, Hydrogenophaga,0,0
UV,T6,PP,PP_UV_T6, Pseudenhygromyxa,0,0
UV,T6,PP,PP_UV_T6, Subsaxibacter,0,0
UV,T6,PP,PP_UV_T6, Macrococcus,0,0
UV,T6,PP,PP_UV_T6, Desulfobulbus,0,0
UV,T6,PP,PP_UV_T6, Beggiatoa,0,0
UV,T6,PP,PP_UV_T6, Serratia,0,0
UV,T6,PP,PP_UV_T6, Sphingobium,0,0
UV,T6,PP,PP_UV_T6, Salinispirillum,0,0
UV,T6,PP,PP_UV_T6, Psychrobium,0,0
UV,T6,PP,PP_UV_T6, Rikenella,0,0
UV,T6,PP,PP_UV_T6, Bauldia,0,0
UV,T6,PP,PP_UV_T6, Tabrizicola,0,0
UV,T6,PP,PP_UV_T6, Daeguia,0,0
UV,T6,PP,PP_UV_T6, Sphingomicrobium,0,0
UV,T6,PP,PP_UV_T6, Vagococcus,0,0
UV,T6,PP,PP_UV_T6, Polaribacter 1,0,0
UV,T6,PP,PP_UV_T6, Pontivivens,0,0
UV,T6,PP,PP_UV_T6, Francisella,0,0
UV,T6,PP,PP_UV_T6, Thiomicrorhabdus,0,0
UV,T6,PP,PP_UV_T6, Polaribacter,0,0
UV,T6,PP,PP_UV_T6, Desulfobacterium,0,0
UV,T6,PP,PP_UV_T6, Anaeromyxobacter,0,0
UV,T6,PP,PP_UV_T6, Gammaproteobacteria bacterium LSN-49,0,0
UV,T6,PP,PP_UV_T6, Campylobacter,0,0
UV,T6,PP,PP_UV_T6, WCHB1-32,0,0
UV,T6,PP,PP_UV_T6, Herbiconiux,0,0
UV,T6,PP,PP_UV_T6, Thauera,0,0
UV,T6,PP,PP_UV_T6, Bartonella,0,0
UV,T6,PP,PP_UV_T6, Lapillicoccus,0,0
UV,T6,PP,PP_UV_T6, F0332,0,0
UV,T6,PP,PP_UV_T6, Methylocapsa,0,0
UV,T6,PP,PP_UV_T6, Candidatus Thiosymbion,0,0
UV,T6,PP,PP_UV_T6, Rickettsiella,0,0
UV,T6,PP,PP_UV_T6, Waddlia,0,0
UV,T6,PP,PP_UV_T6, Methylonatrum,0,0
UV,T6,PP,PP_UV_T6, Synechococcus PCC-7336,0,0
UV,T6,PP,PP_UV_T6, Nafulsella,0,0
UV,T6,PP,PP_UV_T6, Lachnoanaerobaculum,0,0
UV,T6,PP,PP_UV_T6, Gracilimonas,0,0
UV,T6,PP,PP_UV_T6, Vulcaniibacterium,0,0
UV,T6,PP,PP_UV_T6, Marmoricola,0,0
UV,T6,PP,PP_UV_T6, SAR116 cluster alpha proteobacterium HIMB100,0,0
UV,T6,PP,PP_UV_T6, Citreitalea,0,0
UV,T6,PP,PP_UV_T6, Streptomyces,0,0
UV,T6,PP,PP_UV_T6, Granulicoccus,0,0
UV,T6,PP,PP_UV_T6, Corallomonas,0,0
UV,T6,PP,PP_UV_T6, Imtechella,0,0
UV,T6,PP,PP_UV_T6, Devosia,0,0
UV,T6,PP,PP_UV_T6, I-8,0,0
UV,T6,PP,PP_UV_T6, Marinimicrobium,0,0
UV,T6,PP,PP_UV_T6, Pyruvatibacter,0,0
UV,T6,PP,PP_UV_T6, Alcanivoracaceae bacterium GI5,0,0
UV,T6,PP,PP_UV_T6, Candidatus Paracaedibacter,0,0
UV,T6,PP,PP_UV_T6, Azospirillum,0,0
UV,T6,PP,PP_UV_T6, Thalassomonas,0,0
UV,T6,PP,PP_UV_T6, KCM-B-112,0,0
UV,T6,PP,PP_UV_T6, Bowmanella,0,0
UV,T6,PP,PP_UV_T6, Bilophila,0,0
UV,T6,PP,PP_UV_T6, Luethyella,0,0
UV,T6,PP,PP_UV_T6, Acidipropionibacterium,0,0
UV,T6,PP,PP_UV_T6, Plantibacter,0,0
UV,T6,PP,PP_UV_T6, Candidatus Zinderia,0,0
UV,T6,PP,PP_UV_T6, Dolosigranulum,0,0
UV,T6,PP,PP_UV_T6, Frederiksenia,0,0
UV,T6,PP,PP_UV_T6, Viridibacillus,0,0
UV,T6,PP,PP_UV_T6, Roseisalinus,0,0
UV,T6,PP,PP_UV_T6, Salinisphaera,0,0
UV,T6,PP,PP_UV_T6, Neptunitalea,0,0
UV,T6,PP,PP_UV_T6, Jatrophihabitans,0,0
UV,T6,PP,PP_UV_T6, Lautropia,0,0
UV,T6,PP,PP_UV_T6, Clade Ib,0,0
UV,T6,PP,PP_UV_T6, Corallibacter,0,0
UV,T6,PP,PP_UV_T6, Acidiphilium,0,0
UV,T6,PP,PP_UV_T6, Niveispirillum,0,0
UV,T6,PP,PP_UV_T6, Coriobacteriaceae UCG-002,0,0
UV,T6,PP,PP_UV_T6, Methylomicrobium,0,0
UV,T6,PP,PP_UV_T6, Fulvibacter,0,0
UV,T6,PP,PP_UV_T6, Fulvitalea,0,0
UV,T6,PP,PP_UV_T6, Hasllibacter,0,0
UV,T6,PP,PP_UV_T6, Gulosibacter,0,0
UV,T6,PP,PP_UV_T6, Cloacibacterium,0,0
UV,T6,PP,PP_UV_T6, Aeromicrobium,0,0
UV,T6,PP,PP_UV_T6, Psychrilyobacter,0,0
UV,T6,PP,PP_UV_T6, Inmirania,0,0
UV,T6,PP,PP_UV_T6, [Anaerorhabdus] furcosa group,0,0
UV,T6,PP,PP_UV_T6, Parvimonas,0,0
UV,T6,PP,PP_UV_T6, Asanoa,0,0
UV,T6,PP,PP_UV_T6, Intrasporangium,0,0
UV,T6,PP,PP_UV_T6, Acetobacter,0,0
UV,T6,PP,PP_UV_T6, Cellulosilyticum,0,0
UV,T6,PP,PP_UV_T6, Neiella,0,0
UV,T6,PP,PP_UV_T6, Vogesella,0,0
UV,T6,PP,PP_UV_T6, Luteimonas,0,0
UV,T6,PP,PP_UV_T6, Zooshikella,0,0
UV,T6,PP,PP_UV_T6, Qipengyuania,0,0
UV,T6,PP,PP_UV_T6, Aliagarivorans,0,0
UV,T6,PP,PP_UV_T6, Eionea,0,0
UV,T6,PP,PP_UV_T6, Lachnospiraceae UCG-008,0,0
UV,T6,PP,PP_UV_T6, Aestuariicella,0,0
UV,T6,PP,PP_UV_T6, Oceaniserpentilla,0,0
UV,T6,PP,PP_UV_T6, IheB3-7,0,0
UV,T6,PP,PP_UV_T6, Candidatus Nucleicultrix,0,0
UV,T6,PP,PP_UV_T6, Insolitispirillum,0,0
UV,T6,PP,PP_UV_T6, Terrisporobacter,0,0
UV,T6,PP,PP_UV_T6, Taeseokella,0,0
UV,T6,PP,PP_UV_T6, Aurantiacicella,0,0
UV,T6,PP,PP_UV_T6, Oceanibulbus,0,0
UV,T6,PP,PP_UV_T6, Nesterenkonia,0,0
UV,T6,PP,PP_UV_T6, Solibacillus,0,0
UV,T6,PP,PP_UV_T6, Cereibacter,0,0
UV,T6,PP,PP_UV_T6, Verrucomicrobium,0,0
UV,T6,PP,PP_UV_T6, Bermanella,0,0
UV,T6,PP,PP_UV_T6, Lampropedia,0,0
UV,T6,PP,PP_UV_T6, Defluviicoccus,0,0
UV,T6,PP,PP_UV_T6, Desulfofustis,0,0
UV,T6,PP,PP_UV_T6, Halodurantibacterium,0,0
UV,T6,PP,PP_UV_T6, Clade Ia,0,0
UV,T6,PP,PP_UV_T6, Megasphaera,0,0
UV,T6,PP,PP_UV_T6, Arenibacter,0,0
UV,T6,PP,PP_UV_T6, Aureibacter,0,0
UV,T6,PP,PP_UV_T6, dgA-11 gut group,0,0
UV,T6,PP,PP_UV_T6, Candidatus Alysiosphaera,0,0
UV,T6,PP,PP_UV_T6, Anaeromicrobium,0,0
UV,T6,PP,PP_UV_T6, Amphritea,0,0
UV,T6,PP,PP_UV_T6, Kineococcus,0,0
UV,T6,PP,PP_UV_T6, Duganella,0,0
UV,T6,PP,PP_UV_T6, Dermatophilus,0,0
UV,T6,PP,PP_UV_T6, Pseudanabaena NgrPSln22,0,0
UV,T6,PP,PP_UV_T6, Subdoligranulum,0,0
UV,T6,PP,PP_UV_T6, Hyphobacterium,0,0
UV,T6,PP,PP_UV_T6, Annamia HOs24,0,0
UV,T6,PP,PP_UV_T6, Zunongwangia,0,0
UV,T6,PP,PP_UV_T6, Orientia,0,0
UV,T6,PP,PP_UV_T6, Rhodomicrobium,0,0
UV,T6,PP,PP_UV_T6, Youhaiella,0,0
UV,T6,PP,PP_UV_T6, Amnibacterium,0,0
UV,T6,PP,PP_UV_T6, Pontibacter,0,0
UV,T6,PP,PP_UV_T6, Falsochrobactrum,0,0
UV,T6,PP,PP_UV_T6, Ruminococcaceae UCG-005,0,0
UV,T6,PP,PP_UV_T6, Tagaea,0,0
UV,T6,PP,PP_UV_T6, Yersinia,0,0
UV,T6,PP,PP_UV_T6, Mangrovimonas,0,0
UV,T6,PP,PP_UV_T6, Litoricola,0,0
UV,T6,PP,PP_UV_T6, Laceyella,0,0
UV,T6,PP,PP_UV_T6, Raoultella,0,0
UV,T6,PP,PP_UV_T6, Saccharophagus,0,0
UV,T6,PP,PP_UV_T6, Marivirga,0,0
UV,T6,PP,PP_UV_T6, Cyanobacterium CLg1,0,0
UV,T6,PP,PP_UV_T6, Thermus,0,0
UV,T6,PP,PP_UV_T6, Desulfotalea,0,0
UV,T6,PP,PP_UV_T6, Saccharopolyspora,0,0
UV,T6,PP,PP_UV_T6, JL-ETNP-F27,0,0
UV,T6,PP,PP_UV_T6, Citrobacter,0,0
UV,T6,PP,PP_UV_T6, Leptolyngbya ANT.L67.1,0,0
UV,T6,PP,PP_UV_T6, Gleocapsa,0,0
UV,T6,PP,PP_UV_T6, Aerosphaera,0,0
UV,T6,PP,PP_UV_T6, Phaselicystis,0,0
UV,T6,PP,PP_UV_T6, Chamaesiphon PCC-7430,0,0
UV,T6,PP,PP_UV_T6, Motiliproteus,0,0
UV,T6,PP,PP_UV_T6, [Eubacterium] fissicatena group,0,0
UV,T6,PP,PP_UV_T6, Bernardetia,0,0
UV,T6,PP,PP_UV_T6, Methylohalomonas,0,0
UV,T6,PP,PP_UV_T6, Treponema 2,0,0
UV,T6,PP,PP_UV_T6, Kaistia,0,0
UV,T6,PP,PP_UV_T6, Calothrix KVSF5,0,0
UV,T6,PP,PP_UV_T6, Halobacillus,0,0
UV,T6,PP,PP_UV_T6, Aridibacter,0,0
UV,T6,PP,PP_UV_T6, Homoserinibacter,0,0
UV,T6,PP,PP_UV_T6, Luteitalea,0,0
UV,T6,PP,PP_UV_T6, Salinibacter,0,0
UV,T6,PP,PP_UV_T6, Salinibacterium,0,0
UV,T6,PP,PP_UV_T6, Pseudopelagicola,0,0
UV,T6,PP,PP_UV_T6, Marinifilum,0,0
UV,T6,PP,PP_UV_T6, Bryocella,0,0
UV,T6,PP,PP_UV_T6, Sporichthya,0,0
UV,T6,PP,PP_UV_T6, Candidatus Cryptoprodotis,0,0
UV,T6,PP,PP_UV_T6, Nisaea,0,0
UV,T6,PP,PP_UV_T6, Schlegelella,0,0
UV,T6,PP,PP_UV_T6, Tetrasphaera,0,0
UV,T6,PP,PP_UV_T6, Eilatimonas,0,0
UV,T6,PP,PP_UV_T6, bacterium UW 659-2-F09,0,0
UV,T6,PP,PP_UV_T6, Desulfurivibrio,0,0
UV,T6,PP,PP_UV_T6, Frondibacter,0,0
UV,T6,PP,PP_UV_T6, Sediminicola,0,0
UV,T6,PP,PP_UV_T6, Pseudohoeflea,0,0
UV,T6,PP,PP_UV_T6, Curtobacterium,0,0
UV,T6,PP,PP_UV_T6, Flavivirga,0,0
UV,T6,PP,PP_UV_T6, Pleomorphomonas,0,0
UV,T6,PP,PP_UV_T6, bacterium enrichment culture clone auto222_4W,0,0
UV,T6,PP,PP_UV_T6, Clostridium sensu stricto 13,0,0
UV,T6,PP,PP_UV_T6, Z-35,0,0
UV,T6,PP,PP_UV_T6, Magnetococcus,0,0
UV,T6,PP,PP_UV_T6, Negativicoccus,0,0
UV,T6,PP,PP_UV_T6, Pseudobacteriovorax,0,0
UV,T6,PP,PP_UV_T6, Anaerolineaceae UCG-001,0,0
UV,T6,PP,PP_UV_T6, Wandonia,0,0
UV,T6,PP,PP_UV_T6, [Clostridium] innocuum group,0,0
UV,T6,PP,PP_UV_T6, Candidatus Bacilloplasma,0,0
UV,T6,PP,PP_UV_T6, Sulfurifustis,0,0
UV,T6,PP,PP_UV_T6, Teredinibacter,0,0
UV,T6,PP,PP_UV_T6, Aeromonas hydrophila subsp. hydrophila,0,0
UV,T6,PP,PP_UV_T6, cf. Cytophaga sp. MGP-3,0,0
UV,T6,PP,PP_UV_T6, Nubsella,0,0
UV,T6,PP,PP_UV_T6, Arsenicitalea,0,0
UV,T6,PP,PP_UV_T6, Oceanococcus,0,0
UV,T6,PP,PP_UV_T6, Diaphorobacter,0,0
UV,T6,PP,PP_UV_T6, Erysipelotrichaceae UCG-003,0,0
UV,T6,PP,PP_UV_T6, Globicatella,0,0
UV,T6,PP,PP_UV_T6, Inhella,0,0
UV,T6,PP,PP_UV_T6, Zobellia,0,0
UV,T6,PP,PP_UV_T6, Clostridium sensu stricto 11,0,0
UV,T6,PP,PP_UV_T6, Agrococcus,0,0
UV,T6,PP,PP_UV_T6, Turicibacter,0,0
UV,T6,PP,PP_UV_T6, gamma proteobacterium enrichment culture clone TT-1470,0,0
UV,T6,PP,PP_UV_T6, Gemmatirosa,0,0
UV,T6,PP,PP_UV_T6, Lytechinus variegatus (green sea urchin),0,0
UV,T6,PP,PP_UV_T6, Aestuariivivens,0,0
UV,T6,PP,PP_UV_T6, Profundibacterium,0,0
UV,T6,PP,PP_UV_T6, 3PJM14,0,0
UV,T6,PP,PP_UV_T6, Chthonobacter,0,0
UV,T6,PP,PP_UV_T6, Inquilinus,0,0
UV,T6,PP,PP_UV_T6, Crossiella,0,0
UV,T6,PP,PP_UV_T6, Varibaculum,0,0
UV,T6,PP,PP_UV_T6, Rubinisphaera,0,0
UV,T6,PP,PP_UV_T6, Roseimaritima,0,0
UV,T6,PP,PP_UV_T6, Microlunatus,0,0
UV,T6,PP,PP_UV_T6, Paeniclostridium,0,0
UV,T6,PP,PP_UV_T6, Aquaspirillum,0,0
UV,T6,PP,PP_UV_T6, Vitellibacter,0,0
UV,T6,PP,PP_UV_T6, Neosynechococcus,0,0
UV,T6,PP,PP_UV_T6, Anaerovorax,0,0
UV,T6,PP,PP_UV_T6, Pannonibacter,0,0
UV,T6,PP,PP_UV_T6, Paenirhodobacter,0,0
UV,T6,PP,PP_UV_T6, Ectothiorhodospira,0,0
UV,T6,PP,PP_UV_T6, Blastomonas,0,0
UV,T6,PP,PP_UV_T6, Peptoclostridium,0,0
UV,T6,PP,PP_UV_T6, Yeosuana,0,0
UV,T6,PP,PP_UV_T6, Geobacter,0,0
UV,T6,PP,PP_UV_T6, Dermabacter,0,0
UV,T6,PP,PP_UV_T6, Sinomonas,0,0
UV,T6,PP,PP_UV_T6, Pseudonocardia,0,0
UV,T6,PP,PP_UV_T6, Flaviramulus sp. KLE1226,0,0
UV,T6,PP,PP_UV_T6, Rickettsia,0,0
UV,T6,PP,PP_UV_T6, Arcobacter,0,0
UV,T6,PP,PP_UV_T6, Desulfomicrobium,0,0
UV,T6,PP,PP_UV_T6, MSBL3,0,0
UV,T6,PP,PP_UV_T6, Candidatus Puniceispirillum,0,0
UV,T6,PP,PP_UV_T6, Algibacter,0,0
UV,T6,PP,PP_UV_T6, Paradevosia,0,0
UV,T6,PP,PP_UV_T6, Williamsia,0,0
no UV,T6,PET,PET_no UV_T6, Desulfosarcina,0,0
no UV,T6,PET,PET_no UV_T6, Thermicanus,0,0
no UV,T6,PET,PET_no UV_T6, Arcticiflavibacter,0,0
no UV,T6,PET,PET_no UV_T6, Henriciella,0,0
no UV,T6,PET,PET_no UV_T6, Dokdonia,0,0
no UV,T6,PET,PET_no UV_T6, Blastopirellula,0,0
no UV,T6,PET,PET_no UV_T6, Eudoraea,0,0
no UV,T6,PET,PET_no UV_T6, Brachybacterium,0,0
no UV,T6,PET,PET_no UV_T6, Alcaligenes,0,0
no UV,T6,PET,PET_no UV_T6, Croceitalea,0,0
no UV,T6,PET,PET_no UV_T6, Roseateles,0,0
no UV,T6,PET,PET_no UV_T6, Brochothrix,0,0
no UV,T6,PET,PET_no UV_T6, Terasakiispira,0,0
no UV,T6,PET,PET_no UV_T6, Massilia,0,0
no UV,T6,PET,PET_no UV_T6, Maribius,0,0
no UV,T6,PET,PET_no UV_T6, Actinobacillus,0,0
no UV,T6,PET,PET_no UV_T6, Aquimarina sp. NS08,0,0
no UV,T6,PET,PET_no UV_T6, Ignatzschineria,0,0
no UV,T6,PET,PET_no UV_T6, mle1-7,0,0
no UV,T6,PET,PET_no UV_T6, [Eubacterium] nodatum group,0,0
no UV,T6,PET,PET_no UV_T6, Robiginitalea,0,0
no UV,T6,PET,PET_no UV_T6, NS4 marine group,0,0
no UV,T6,PET,PET_no UV_T6, Catellicoccus,0,0
no UV,T6,PET,PET_no UV_T6, Bythopirellula,0,0
no UV,T6,PET,PET_no UV_T6, Agarivorans,0,0
no UV,T6,PET,PET_no UV_T6, Leuconostoc,0,0
no UV,T6,PET,PET_no UV_T6, Agromyces,0,0
no UV,T6,PET,PET_no UV_T6, Marixanthomonas,0,0
no UV,T6,PET,PET_no UV_T6, Salinimonas,0,0
no UV,T6,PET,PET_no UV_T6, Buttiauxella,0,0
no UV,T6,PET,PET_no UV_T6, Pseudarthrobacter,0,0
no UV,T6,PET,PET_no UV_T6, Mesoflavibacter,0,0
no UV,T6,PET,PET_no UV_T6, Paenochrobactrum,0,0
no UV,T6,PET,PET_no UV_T6, Marinomonas,0,0
no UV,T6,PET,PET_no UV_T6, Clostridium sensu stricto 1,0,0
no UV,T6,PET,PET_no UV_T6, Ochrobactrum,0,0
no UV,T6,PET,PET_no UV_T6, Formosa,0,0
no UV,T6,PET,PET_no UV_T6, Nonlabens,0,0
no UV,T6,PET,PET_no UV_T6, Novosphingobium,0,0
no UV,T6,PET,PET_no UV_T6, Kordiimonas,0,0
no UV,T6,PET,PET_no UV_T6, Faecalibacterium,0,0
no UV,T6,PET,PET_no UV_T6, Ferruginibacter,0,0
no UV,T6,PET,PET_no UV_T6, Desulfatiglans,0,0
no UV,T6,PET,PET_no UV_T6, Maribacter,0,0
no UV,T6,PET,PET_no UV_T6, Cetobacterium,0,0
no UV,T6,PET,PET_no UV_T6, Leptospira,0,0
no UV,T6,PET,PET_no UV_T6, Asinibacterium,0,0
no UV,T6,PET,PET_no UV_T6, Psychrosphaera,0,0
no UV,T6,PET,PET_no UV_T6, Synechocystis PCC-6803,0,0
no UV,T6,PET,PET_no UV_T6, Lactobacillus,0,0
no UV,T6,PET,PET_no UV_T6, Bacteroides,0,0
no UV,T6,PET,PET_no UV_T6, Ponticoccus,0,0
no UV,T6,PET,PET_no UV_T6, Sediminitomix,0,0
no UV,T6,PET,PET_no UV_T6, AT-s3-44,0,0
no UV,T6,PET,PET_no UV_T6, Aliikangiella,0,0
no UV,T6,PET,PET_no UV_T6, Reinekea,0,0
no UV,T6,PET,PET_no UV_T6, Porphyromonas,0,0
no UV,T6,PET,PET_no UV_T6, Proteiniphilum,0,0
no UV,T6,PET,PET_no UV_T6, Aequorivita,0,0
no UV,T6,PET,PET_no UV_T6, Nocardioides,0,0
no UV,T6,PET,PET_no UV_T6, Amphiplicatus,0,0
no UV,T6,PET,PET_no UV_T6, Rhodococcus,0,0
no UV,T6,PET,PET_no UV_T6, Spirosoma,0,0
no UV,T6,PET,PET_no UV_T6, B2706-C7,0,0
no UV,T6,PET,PET_no UV_T6, Microbulbifer,0,0
no UV,T6,PET,PET_no UV_T6, Microvirga,0,0
no UV,T6,PET,PET_no UV_T6, Thalassobaculum,0,0
no UV,T6,PET,PET_no UV_T6, Pir4 lineage,0,0
no UV,T6,PET,PET_no UV_T6, Desulforhopalus,0,0
no UV,T6,PET,PET_no UV_T6, Leptolyngbya VRUC 135,0,0
no UV,T6,PET,PET_no UV_T6, Prevotella 7,0,0
no UV,T6,PET,PET_no UV_T6, Dyadobacter,0,0
no UV,T6,PET,PET_no UV_T6, Brevibacterium,0,0
no UV,T6,PET,PET_no UV_T6, Thalassolituus,0,0
no UV,T6,PET,PET_no UV_T6, Roseibacillus,0,0
no UV,T6,PET,PET_no UV_T6, Rubidimonas,0,0
no UV,T6,PET,PET_no UV_T6, Listeria,0,0
no UV,T6,PET,PET_no UV_T6, Acidibacter,0,0
no UV,T6,PET,PET_no UV_T6, Pirellula,0,0
no UV,T6,PET,PET_no UV_T6, Carboxylicivirga,0,0
no UV,T6,PET,PET_no UV_T6, Pelagicola,0,0
no UV,T6,PET,PET_no UV_T6, Phreatobacter,0,0
no UV,T6,PET,PET_no UV_T6, Hanstruepera,0,0
no UV,T6,PET,PET_no UV_T6, Muricauda sp. LR3,0,0
no UV,T6,PET,PET_no UV_T6, Magnetospira,0,0
no UV,T6,PET,PET_no UV_T6, Roseobacter,0,0
no UV,T6,PET,PET_no UV_T6, Ferrimonas,0,0
no UV,T6,PET,PET_no UV_T6, Alloprevotella,0,0
no UV,T6,PET,PET_no UV_T6, SM1A02,0,0
no UV,T6,PET,PET_no UV_T6, Candidatus Nitrosopumilus,0,0
no UV,T6,PET,PET_no UV_T6, Candidatus Thiobios,0,0
no UV,T6,PET,PET_no UV_T6, Costertonia,0,0
no UV,T6,PET,PET_no UV_T6, OLB8,0,0
no UV,T6,PET,PET_no UV_T6, Thiogranum,0,0
no UV,T6,PET,PET_no UV_T6, Pelagibacterium,0,0
no UV,T6,PET,PET_no UV_T6, Lysobacter,0,0
no UV,T6,PET,PET_no UV_T6, Anaerococcus,0,0
no UV,T6,PET,PET_no UV_T6, Rhodobaculum,0,0
no UV,T6,PET,PET_no UV_T6, 1174-901-12,0,0
no UV,T6,PET,PET_no UV_T6, Fuerstia,0,0
no UV,T6,PET,PET_no UV_T6, Desulfovibrio,0,0
no UV,T6,PET,PET_no UV_T6, Psychroserpens,0,0
no UV,T6,PET,PET_no UV_T6, GKS98 freshwater group,0,0
no UV,T6,PET,PET_no UV_T6, Pseudoclavibacter,0,0
no UV,T6,PET,PET_no UV_T6, Roseitalea,0,0
no UV,T6,PET,PET_no UV_T6, Cellulomonas,0,0
no UV,T6,PET,PET_no UV_T6, Flagellimonas,0,0
no UV,T6,PET,PET_no UV_T6, Legionella,0,0
no UV,T6,PET,PET_no UV_T6, Frigoribacterium,0,0
no UV,T6,PET,PET_no UV_T6, UKL13-1,0,0
no UV,T6,PET,PET_no UV_T6, Gramella,0,0
no UV,T6,PET,PET_no UV_T6, Spongiivirga,0,0
no UV,T6,PET,PET_no UV_T6, Methylotenera,0,0
no UV,T6,PET,PET_no UV_T6, Ahrensia,0,0
no UV,T6,PET,PET_no UV_T6, Mycobacterium,0,0
no UV,T6,PET,PET_no UV_T6, Aminobacter,0,0
no UV,T6,PET,PET_no UV_T6, Paramoritella,0,0
no UV,T6,PET,PET_no UV_T6, Leifsonia,0,0
no UV,T6,PET,PET_no UV_T6, Pelagicoccus,0,0
no UV,T6,PET,PET_no UV_T6, Kyrtuthrix C708,0,0
no UV,T6,PET,PET_no UV_T6, Marinagarivorans,0,0
no UV,T6,PET,PET_no UV_T6, Wohlfahrtiimonas,0,0
no UV,T6,PET,PET_no UV_T6, Dasania,0,0
no UV,T6,PET,PET_no UV_T6, Pedobacter,0,0
no UV,T6,PET,PET_no UV_T6, Albirhodobacter,0,0
no UV,T6,PET,PET_no UV_T6, Subgroup 23,0,0
no UV,T6,PET,PET_no UV_T6, WDS1C4,0,0
no UV,T6,PET,PET_no UV_T6, Yonghaparkia,0,0
no UV,T6,PET,PET_no UV_T6, Neptuniibacter,0,0
no UV,T6,PET,PET_no UV_T6, Labilibacter,0,0
no UV,T6,PET,PET_no UV_T6, Pseudorhodobacter,0,0
no UV,T6,PET,PET_no UV_T6, Algicola,0,0
no UV,T6,PET,PET_no UV_T6, Prochlorococcus MIT9313,0,0
no UV,T6,PET,PET_no UV_T6, Phycisphaera,0,0
no UV,T6,PET,PET_no UV_T6, Anderseniella,0,0
no UV,T6,PET,PET_no UV_T6, Malonomonas,0,0
no UV,T6,PET,PET_no UV_T6, Gemella,0,0
no UV,T6,PET,PET_no UV_T6, Paenalcaligenes,0,0
no UV,T6,PET,PET_no UV_T6, Amaricoccus,0,0
no UV,T6,PET,PET_no UV_T6, Oceanibaculum,0,0
